Wall
                 t                 x          normal_x                 y          normal_y                 s          normal_s
                 s                 m                 1                 m                 1                 m                 1
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.4829664649E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.4926257836E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5022851022E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5119444208E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5216037395E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5312630581E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5409223768E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5505816954E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5602410140E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5699003327E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5795596513E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5892189699E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5988782886E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.6085376072E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.6181969259E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.6278562445E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.6375155631E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.6471748818E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.6568342004E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.6664935190E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.6761528377E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.6858121563E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.6954714749E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.7051307936E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.7147901122E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.7244494309E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.7341087495E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.7437680681E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.7534273868E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.7630867054E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.7727460240E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.7824053427E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.7920646613E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8017239800E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8113832986E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8210426172E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8307019359E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8403612545E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8500205731E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8596798918E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8693392104E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8789985291E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8886578477E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8983171663E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.9079764850E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.9176358036E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.9272951222E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.9369544409E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.9466137595E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.9562730782E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.9659323968E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.9755917154E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.9852510341E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.9949103527E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0004569671E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0014228990E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0023888309E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0033547627E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0043206946E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0052866265E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0062525583E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0072184902E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0081844220E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0091503539E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0101162858E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0110822176E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0120481495E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0130140814E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0139800132E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0149459451E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0159118770E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0168778088E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0178437407E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0188096725E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0197756044E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0207415363E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0217074681E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0226734000E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0106734000E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0716514000E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0716514000E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3396214000E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3396214000E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4005994000E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4005994000E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4015613238E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4025232477E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4034851715E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4044470954E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4054090192E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4063709431E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4073328669E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4082947908E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4092567146E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4102186385E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4111805623E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4121424862E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4131044100E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4140663339E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4150282577E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4159901816E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4169521054E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4179140293E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4188759531E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4198378770E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4207998008E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4217617246E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4227236485E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4236855723E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4246474962E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4256094200E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4265713439E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4275332677E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4284951916E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4294571154E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4304190393E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4313809631E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4323428870E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4333048108E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4342667347E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4352286585E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4361905824E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4371525062E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4381144301E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4390763539E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4400382778E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4410002016E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4419621255E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4429240493E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4438859731E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4448478970E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4458098208E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4467717447E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4477336685E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4486955924E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4496575162E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4506194401E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4515813639E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4525432878E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4535052116E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4544671355E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4554290593E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4563909832E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4573529070E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4583148309E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4592767547E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4602386786E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4612006024E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4621625263E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4631244501E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4640863739E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4650482978E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4660102216E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4669721455E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4679340693E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4688959932E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4698579170E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4708198409E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4717817647E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4727436886E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4737056124E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4746675363E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4756294601E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4765913840E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4775533078E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4785152317E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4794771555E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4804390794E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4814010032E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4823629271E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4833248509E+00  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4842867747E+00  0.0000000000E+00  0.0000000000E+00
